park,site,order,family,invert_count
TN,DAV,ephemeroptera,Heptageniidae,
TN,DAV,ephemeroptera,Leptophlebiidae,7
TN,DAV,odonata,Gomphidae,
TN,DAV,neuroptera,Sisyridae,
TN,DAV,lepidoptera,Noctuidae,
TN,DAV,lepidoptera,Pyralidae,
TN,DAV,plecoptera,Capniidae,
TN,DAV,plecoptera,Chloroperlidae,4
TN,DAV,plecoptera,Leuctridae,7
TN,DAV,plecoptera,Perlodidae,
TN,DAV,trichoptera,Apataniidae,
TN,DAV,trichoptera,Glossosomatidae,
TN,DAV,trichoptera,Hydropsychidae,3
TN,DAV,trichoptera,Hydroptilidae,
TN,DAV,trichoptera,Lepidostomatidae,5
TN,DAV,trichoptera,Leptoceridae,
TN,DAV,trichoptera,Odontoceridae,
TN,DAV,trichoptera,Philopotamidae,1
TN,DAV,trichoptera,Polycentropodidae,2
TN,DAV,trichoptera,Rhyacophilidae,7
TN,DAV,trichoptera,Uenoidae,
TN,DAV,trichoptera,immature,7
TN,DAV,coleoptera,Dytiscidae,4
TN,DAV,coleoptera,Elmidae,21
TN,DAV,coleoptera,Gyrinidae,
TN,DAV,diptera,Chironomidae,76
TN,DAV,diptera,Ceratopogonidae,
TN,DAV,diptera,Dixidae,
TN,DAV,diptera,Empididae,1
TN,DAV,diptera,Muscidae,
TN,DAV,diptera,Nymphomyiidae,
TN,DAV,diptera,Simuliidae,3
TN,DAV,diptera,Tipulidae,1
TN,DAV,oligochaeta,Enchytraeidae,22
TN,DAV,oligochaeta,Lumbriculidae,
TN,DAV,oligochaeta,Naididae,
TN,DAV,hirudinea,Glossiphoniidae,1
TN,DAV,bivalvia,Pisidiidae,
TN,DAV,acarina,Aturidae,
TN,DAV,acarina,Hydryphantidae,
TN,DAV,acarina,Hygrobatidae,
TN,DAV,acarina,Lebertiidae,
TN,DAV,acarina,Sarcoptiformes,
TN,DAV,acarina,Sperchontidae,
TN,DAV,acarina,Torrenticolidae,
TN,DAV,amphipoda,Hyalellidae,
TN,GTG,collembola,Collembola,
TN,GTG,ephemeroptera,Baetidae,31
TN,GTG,ephemeroptera,Ephemerellidae,10
TN,GTG,ephemeroptera,Heptageniidae,15
TN,GTG,ephemeroptera,Leptophlebiidae,25
TN,GTG,odonata,Gomphidae,
TN,GTG,neuroptera,Sisyridae,3
TN,GTG,lepidoptera,Noctuidae,
TN,GTG,lepidoptera,Pyralidae,
TN,GTG,plecoptera,Capniidae,10
TN,GTG,plecoptera,Chloroperlidae,1
TN,GTG,plecoptera,Leuctridae,9
TN,GTG,plecoptera,Perlodidae,1
TN,GTG,trichoptera,Apataniidae,
TN,GTG,trichoptera,Glossosomatidae,
TN,GTG,trichoptera,Hydropsychidae,24
TN,GTG,trichoptera,Hydroptilidae,2
TN,GTG,trichoptera,Lepidostomatidae,1
TN,GTG,trichoptera,Leptoceridae,
TN,GTG,trichoptera,Odontoceridae,
TN,GTG,trichoptera,Philopotamidae,1
TN,GTG,trichoptera,Polycentropodidae,2
TN,GTG,trichoptera,Rhyacophilidae,3
TN,GTG,trichoptera,Uenoidae,
TN,GTG,trichoptera,immature,1
TN,GTG,coleoptera,Dytiscidae,1
TN,GTG,coleoptera,Elmidae,6
TN,GTG,coleoptera,Gyrinidae,
TN,GTG,diptera,Chironomidae,125
TN,GTG,diptera,Ceratopogonidae,
TN,GTG,diptera,Dixidae,
TN,GTG,diptera,Empididae,2
TN,GTG,diptera,Muscidae,
TN,GTG,diptera,Nymphomyiidae,1
TN,GTG,diptera,Simuliidae,160
TN,GTG,diptera,Tipulidae,2
TN,GTG,oligochaeta,Enchytraeidae,
TN,GTG,oligochaeta,Lumbriculidae,6
TN,GTG,oligochaeta,Naididae,1
TN,GTG,hirudinea,Glossiphoniidae,
TN,GTG,bivalvia,Pisidiidae,
TN,GTG,acarina,Aturidae,1
TN,GTG,acarina,Hydryphantidae,
TN,GTG,acarina,Hygrobatidae,
TN,GTG,acarina,Lebertiidae,
TN,GTG,acarina,Sarcoptiformes,
TN,GTG,acarina,Sperchontidae,
TN,GTG,acarina,Torrenticolidae,
TN,GTG,amphipoda,Hyalellidae,
TN,JUS,collembola,Collembola,2
TN,JUS,ephemeroptera,Baetidae,244
TN,JUS,ephemeroptera,Ephemerellidae,3
TN,JUS,ephemeroptera,Heptageniidae,
TN,JUS,ephemeroptera,Leptophlebiidae,20
TN,JUS,odonata,Gomphidae,
TN,JUS,neuroptera,Sisyridae,
TN,JUS,lepidoptera,Noctuidae,
TN,JUS,lepidoptera,Pyralidae,
TN,JUS,plecoptera,Capniidae,1
TN,JUS,plecoptera,Chloroperlidae,8
TN,JUS,plecoptera,Leuctridae,13
TN,JUS,plecoptera,Perlodidae,6
TN,JUS,trichoptera,Apataniidae,
TN,JUS,trichoptera,Glossosomatidae,
TN,JUS,trichoptera,Hydropsychidae,25
TN,JUS,trichoptera,Hydroptilidae,
TN,JUS,trichoptera,Lepidostomatidae,2
TN,JUS,trichoptera,Leptoceridae,
TN,JUS,trichoptera,Odontoceridae,
TN,JUS,trichoptera,Philopotamidae,31
TN,JUS,trichoptera,Polycentropodidae,7
TN,JUS,trichoptera,Rhyacophilidae,27
TN,JUS,trichoptera,Uenoidae,
TN,JUS,trichoptera,immature,3
TN,JUS,coleoptera,Dytiscidae,
TN,JUS,coleoptera,Elmidae,27
TN,JUS,coleoptera,Gyrinidae,
TN,JUS,diptera,Chironomidae,239
TN,JUS,diptera,Ceratopogonidae,1
TN,JUS,diptera,Dixidae,
TN,JUS,diptera,Empididae,
TN,JUS,diptera,Muscidae,
TN,JUS,diptera,Nymphomyiidae,5
TN,JUS,diptera,Simuliidae,172
TN,JUS,diptera,Tipulidae,5
TN,JUS,oligochaeta,Enchytraeidae,
TN,JUS,oligochaeta,Lumbriculidae,7
TN,JUS,oligochaeta,Naididae,4
TN,JUS,hirudinea,Glossiphoniidae,
TN,JUS,bivalvia,Pisidiidae,
TN,JUS,acarina,Aturidae,
TN,JUS,acarina,Hydryphantidae,1
TN,JUS,acarina,Hygrobatidae,2
TN,JUS,acarina,Lebertiidae,
TN,JUS,acarina,Sarcoptiformes,
TN,JUS,acarina,Sperchontidae,2
TN,JUS,acarina,Torrenticolidae,
TN,JUS,amphipoda,Hyalellidae,
TN,RPS,collembola,Collembola,
TN,RPS,ephemeroptera,Baetidae,207
TN,RPS,ephemeroptera,Ephemerellidae,32
TN,RPS,ephemeroptera,Heptageniidae,2
TN,RPS,ephemeroptera,Leptophlebiidae,21
TN,RPS,odonata,Gomphidae,2
TN,RPS,neuroptera,Sisyridae,2
TN,RPS,lepidoptera,Noctuidae,
TN,RPS,lepidoptera,Pyralidae,
TN,RPS,plecoptera,Capniidae,12
TN,RPS,plecoptera,Chloroperlidae,5
TN,RPS,plecoptera,Leuctridae,1
TN,RPS,plecoptera,Perlodidae,
TN,RPS,trichoptera,Apataniidae,1
TN,RPS,trichoptera,Glossosomatidae,2
TN,RPS,trichoptera,Hydropsychidae,61
TN,RPS,trichoptera,Hydroptilidae,
TN,RPS,trichoptera,Lepidostomatidae,17
TN,RPS,trichoptera,Leptoceridae,
TN,RPS,trichoptera,Odontoceridae,
TN,RPS,trichoptera,Philopotamidae,24
TN,RPS,trichoptera,Polycentropodidae,2
TN,RPS,trichoptera,Rhyacophilidae,32
TN,RPS,trichoptera,Uenoidae,
TN,RPS,trichoptera,immature,13
TN,RPS,coleoptera,Dytiscidae,3
TN,RPS,coleoptera,Elmidae,54
TN,RPS,coleoptera,Gyrinidae,1
TN,RPS,diptera,Chironomidae,273
TN,RPS,diptera,Ceratopogonidae,6
TN,RPS,diptera,Dixidae,
TN,RPS,diptera,Empididae,3
TN,RPS,diptera,Muscidae,1
TN,RPS,diptera,Nymphomyiidae,
TN,RPS,diptera,Simuliidae,277
TN,RPS,diptera,Tipulidae,8
TN,RPS,oligochaeta,Enchytraeidae,12
TN,RPS,oligochaeta,Lumbriculidae,4
TN,RPS,oligochaeta,Naididae,
TN,RPS,hirudinea,Glossiphoniidae,
TN,RPS,bivalvia,Pisidiidae,1
TN,RPS,acarina,Aturidae,
TN,RPS,acarina,Hydryphantidae,2
TN,RPS,acarina,Hygrobatidae,1
TN,RPS,acarina,Lebertiidae,1
TN,RPS,acarina,Sarcoptiformes,
TN,RPS,acarina,Sperchontidae,6
TN,RPS,acarina,Torrenticolidae,
TN,RPS,amphipoda,Hyalellidae,
TN,SAL,collembola,Collembola,3
TN,SAL,ephemeroptera,Baetidae,66
TN,SAL,ephemeroptera,Ephemerellidae,8
TN,SAL,ephemeroptera,Heptageniidae,9
TN,SAL,ephemeroptera,Leptophlebiidae,18
TN,SAL,odonata,Gomphidae,
TN,SAL,neuroptera,Sisyridae,36
TN,SAL,lepidoptera,Noctuidae,
TN,SAL,lepidoptera,Pyralidae,1
TN,SAL,plecoptera,Capniidae,3
TN,SAL,plecoptera,Chloroperlidae,
TN,SAL,plecoptera,Leuctridae,8
TN,SAL,plecoptera,Perlodidae,2
TN,SAL,trichoptera,Apataniidae,
TN,SAL,trichoptera,Glossosomatidae,
TN,SAL,trichoptera,Hydropsychidae,28
TN,SAL,trichoptera,Hydroptilidae,1
TN,SAL,trichoptera,Lepidostomatidae,4
TN,SAL,trichoptera,Leptoceridae,1
TN,SAL,trichoptera,Odontoceridae,
TN,SAL,trichoptera,Philopotamidae,4
TN,SAL,trichoptera,Polycentropodidae,4
TN,SAL,trichoptera,Rhyacophilidae,30
TN,SAL,trichoptera,Uenoidae,
TN,SAL,trichoptera,immature,12
TN,SAL,coleoptera,Dytiscidae,1
TN,SAL,coleoptera,Elmidae,19
TN,SAL,coleoptera,Gyrinidae,
TN,SAL,diptera,Chironomidae,99
TN,SAL,diptera,Ceratopogonidae,
TN,SAL,diptera,Dixidae,1
TN,SAL,diptera,Empididae,
TN,SAL,diptera,Muscidae,
TN,SAL,diptera,Nymphomyiidae,14
TN,SAL,diptera,Simuliidae,171
TN,SAL,diptera,Tipulidae,
TN,SAL,oligochaeta,Enchytraeidae,
TN,SAL,oligochaeta,Lumbriculidae,4
TN,SAL,oligochaeta,Naididae,1
TN,SAL,hirudinea,Glossiphoniidae,
TN,SAL,bivalvia,Pisidiidae,
TN,SAL,acarina,Aturidae,
TN,SAL,acarina,Hydryphantidae,
TN,SAL,acarina,Hygrobatidae,1
TN,SAL,acarina,Lebertiidae,
TN,SAL,acarina,Sarcoptiformes,1
TN,SAL,acarina,Sperchontidae,
TN,SAL,acarina,Torrenticolidae,
TN,SAL,amphipoda,Hyalellidae,
TN,SPK,collembola,Collembola,
TN,SPK,ephemeroptera,Baetidae,64
TN,SPK,ephemeroptera,Ephemerellidae,33
TN,SPK,ephemeroptera,Heptageniidae,
TN,SPK,ephemeroptera,Leptophlebiidae,114
TN,SPK,odonata,Gomphidae,
TN,SPK,neuroptera,Sisyridae,
TN,SPK,lepidoptera,Noctuidae,
TN,SPK,lepidoptera,Pyralidae,
TN,SPK,plecoptera,Capniidae,12
TN,SPK,plecoptera,Chloroperlidae,1
TN,SPK,plecoptera,Leuctridae,78
TN,SPK,plecoptera,Perlodidae,6
TN,SPK,trichoptera,Apataniidae,
TN,SPK,trichoptera,Glossosomatidae,
TN,SPK,trichoptera,Hydropsychidae,214
TN,SPK,trichoptera,Hydroptilidae,
TN,SPK,trichoptera,Lepidostomatidae,1
TN,SPK,trichoptera,Leptoceridae,
TN,SPK,trichoptera,Odontoceridae,
TN,SPK,trichoptera,Philopotamidae,40
TN,SPK,trichoptera,Polycentropodidae,
TN,SPK,trichoptera,Rhyacophilidae,27
TN,SPK,trichoptera,Uenoidae,1
TN,SPK,trichoptera,immature,4
TN,SPK,coleoptera,Dytiscidae,
TN,SPK,coleoptera,Elmidae,214
TN,SPK,coleoptera,Gyrinidae,
TN,SPK,diptera,Chironomidae,246
TN,SPK,diptera,Ceratopogonidae,4
TN,SPK,diptera,Dixidae,
TN,SPK,diptera,Empididae,
TN,SPK,diptera,Muscidae,
TN,SPK,diptera,Nymphomyiidae,1
TN,SPK,diptera,Simuliidae,276
TN,SPK,diptera,Tipulidae,1
TN,SPK,oligochaeta,Enchytraeidae,1
TN,SPK,oligochaeta,Lumbriculidae,6
TN,SPK,oligochaeta,Naididae,1
TN,SPK,hirudinea,Glossiphoniidae,
TN,SPK,bivalvia,Pisidiidae,4
TN,SPK,acarina,Aturidae,
TN,SPK,acarina,Hydryphantidae,
TN,SPK,acarina,Hygrobatidae,
TN,SPK,acarina,Lebertiidae,
TN,SPK,acarina,Sarcoptiformes,3
TN,SPK,acarina,Sperchontidae,
TN,SPK,acarina,Torrenticolidae,
TN,SPK,amphipoda,Hyalellidae,
TN,SQR,collembola,Collembola,3
TN,SQR,ephemeroptera,Baetidae,45
TN,SQR,ephemeroptera,Ephemerellidae,64
TN,SQR,ephemeroptera,Heptageniidae,
TN,SQR,ephemeroptera,Leptophlebiidae,5
TN,SQR,odonata,Gomphidae,
TN,SQR,neuroptera,Sisyridae,
TN,SQR,lepidoptera,Noctuidae,
TN,SQR,lepidoptera,Pyralidae,
TN,SQR,plecoptera,Capniidae,5
TN,SQR,plecoptera,Chloroperlidae,29
TN,SQR,plecoptera,Leuctridae,50
TN,SQR,plecoptera,Perlodidae,1
TN,SQR,trichoptera,Apataniidae,
TN,SQR,trichoptera,Glossosomatidae,
TN,SQR,trichoptera,Hydropsychidae,172
TN,SQR,trichoptera,Hydroptilidae,
TN,SQR,trichoptera,Lepidostomatidae,
TN,SQR,trichoptera,Leptoceridae,
TN,SQR,trichoptera,Odontoceridae,
TN,SQR,trichoptera,Philopotamidae,32
TN,SQR,trichoptera,Polycentropodidae,
TN,SQR,trichoptera,Rhyacophilidae,45
TN,SQR,trichoptera,Uenoidae,
TN,SQR,trichoptera,immature,14
TN,SQR,coleoptera,Dytiscidae,1
TN,SQR,coleoptera,Elmidae,102
TN,SQR,coleoptera,Gyrinidae,
TN,SQR,diptera,Chironomidae,201
TN,SQR,diptera,Ceratopogonidae,1
TN,SQR,diptera,Dixidae,
TN,SQR,diptera,Empididae,1
TN,SQR,diptera,Muscidae,
TN,SQR,diptera,Nymphomyiidae,
TN,SQR,diptera,Simuliidae,121
TN,SQR,diptera,Tipulidae,2
TN,SQR,oligochaeta,Enchytraeidae,
TN,SQR,oligochaeta,Lumbriculidae,5
TN,SQR,oligochaeta,Naididae,2
TN,SQR,hirudinea,Glossiphoniidae,
TN,SQR,bivalvia,Pisidiidae,
TN,SQR,acarina,Aturidae,
TN,SQR,acarina,Hydryphantidae,1
TN,SQR,acarina,Hygrobatidae,1
TN,SQR,acarina,Lebertiidae,
TN,SQR,acarina,Sarcoptiformes,3
TN,SQR,acarina,Sperchontidae,
TN,SQR,acarina,Torrenticolidae,
TN,SQR,amphipoda,Hyalellidae,
TN,SWR,collembola,Collembola,
TN,SWR,ephemeroptera,Baetidae,23
TN,SWR,ephemeroptera,Ephemerellidae,15
TN,SWR,ephemeroptera,Heptageniidae,25
TN,SWR,ephemeroptera,Leptophlebiidae,9
TN,SWR,odonata,Gomphidae,
TN,SWR,neuroptera,Sisyridae,
TN,SWR,lepidoptera,Noctuidae,
TN,SWR,lepidoptera,Pyralidae,
TN,SWR,plecoptera,Capniidae,
TN,SWR,plecoptera,Chloroperlidae,
TN,SWR,plecoptera,Leuctridae,1
TN,SWR,plecoptera,Perlodidae,3
TN,SWR,trichoptera,Apataniidae,
TN,SWR,trichoptera,Glossosomatidae,
TN,SWR,trichoptera,Hydropsychidae,28
TN,SWR,trichoptera,Hydroptilidae,1
TN,SWR,trichoptera,Lepidostomatidae,
TN,SWR,trichoptera,Leptoceridae,2
TN,SWR,trichoptera,Odontoceridae,
TN,SWR,trichoptera,Philopotamidae,2
TN,SWR,trichoptera,Polycentropodidae,2
TN,SWR,trichoptera,Rhyacophilidae,2
TN,SWR,trichoptera,Uenoidae,
TN,SWR,trichoptera,immature,4
TN,SWR,coleoptera,Dytiscidae,
TN,SWR,coleoptera,Elmidae,11
TN,SWR,coleoptera,Gyrinidae,
TN,SWR,diptera,Chironomidae,77
TN,SWR,diptera,Ceratopogonidae,
TN,SWR,diptera,Dixidae,
TN,SWR,diptera,Empididae,12
TN,SWR,diptera,Muscidae,
TN,SWR,diptera,Nymphomyiidae,
TN,SWR,diptera,Simuliidae,98
TN,SWR,diptera,Tipulidae,
TN,SWR,oligochaeta,Enchytraeidae,
TN,SWR,oligochaeta,Lumbriculidae,2
TN,SWR,oligochaeta,Naididae,
TN,SWR,hirudinea,Glossiphoniidae,
TN,SWR,bivalvia,Pisidiidae,
TN,SWR,acarina,Aturidae,
TN,SWR,acarina,Hydryphantidae,
TN,SWR,acarina,Hygrobatidae,4
TN,SWR,acarina,Lebertiidae,
TN,SWR,acarina,Sarcoptiformes,
TN,SWR,acarina,Sperchontidae,5
TN,SWR,acarina,Torrenticolidae,
TN,SWR,amphipoda,Hyalellidae,
TN,TIC,collembola,Collembola,1
TN,TIC,ephemeroptera,Baetidae,101
TN,TIC,ephemeroptera,Ephemerellidae,14
TN,TIC,ephemeroptera,Heptageniidae,3
TN,TIC,ephemeroptera,Leptophlebiidae,26
TN,TIC,odonata,Gomphidae,
TN,TIC,neuroptera,Sisyridae,3
TN,TIC,lepidoptera,Noctuidae,
TN,TIC,lepidoptera,Pyralidae,
TN,TIC,plecoptera,Capniidae,
TN,TIC,plecoptera,Chloroperlidae,1
TN,TIC,plecoptera,Leuctridae,3
TN,TIC,plecoptera,Perlodidae,2
TN,TIC,trichoptera,Apataniidae,
TN,TIC,trichoptera,Glossosomatidae,
TN,TIC,trichoptera,Hydropsychidae,42
TN,TIC,trichoptera,Hydroptilidae,
TN,TIC,trichoptera,Lepidostomatidae,2
TN,TIC,trichoptera,Leptoceridae,
TN,TIC,trichoptera,Odontoceridae,1
TN,TIC,trichoptera,Philopotamidae,53
TN,TIC,trichoptera,Polycentropodidae,
TN,TIC,trichoptera,Rhyacophilidae,7
TN,TIC,trichoptera,Uenoidae,
TN,TIC,trichoptera,immature,11
TN,TIC,coleoptera,Dytiscidae,
TN,TIC,coleoptera,Elmidae,6
TN,TIC,coleoptera,Gyrinidae,
TN,TIC,diptera,Chironomidae,175
TN,TIC,diptera,Ceratopogonidae,1
TN,TIC,diptera,Dixidae,
TN,TIC,diptera,Empididae,1
TN,TIC,diptera,Muscidae,
TN,TIC,diptera,Nymphomyiidae,3
TN,TIC,diptera,Simuliidae,120
TN,TIC,diptera,Tipulidae,2
TN,TIC,oligochaeta,Enchytraeidae,
TN,TIC,oligochaeta,Lumbriculidae,1
TN,TIC,oligochaeta,Naididae,
TN,TIC,hirudinea,Glossiphoniidae,
TN,TIC,bivalvia,Pisidiidae,
TN,TIC,acarina,Aturidae,
TN,TIC,acarina,Hydryphantidae,
TN,TIC,acarina,Hygrobatidae,
TN,TIC,acarina,Lebertiidae,
TN,TIC,acarina,Sarcoptiformes,
TN,TIC,acarina,Sperchontidae,1
TN,TIC,acarina,Torrenticolidae,1
TN,TIC,amphipoda,Hyalellidae,
