park,site,pebble_number,intermediate_axis,embeddedness
GM,BER,54,3,
GM,BER,55,4,
GM,BER,56,5,
GM,BER,57,9,
GM,BER,58,13,
GM,BER,59,6,
GM,BER,60,3,25
GM,BER,61,5,
GM,BER,62,7,
GM,BER,63,4,
GM,BER,64,3,
GM,BER,65,10,
GM,BER,66,4,
GM,BER,67,7,
GM,BER,68,5,
GM,BER,69,8,
GM,BER,70,8,75
GM,WAT,1,11,
GM,WAT,2,3,
GM,WAT,3,3,
GM,WAT,4,3,
GM,WAT,5,3,
GM,WAT,6,4,
GM,WAT,7,6,
GM,WAT,8,6,
GM,WAT,9,7,
GM,WAT,10,14,50
GM,WAT,11,6,
GM,WAT,12,2,
GM,WAT,13,7,
GM,WAT,14,3,
GM,WAT,15,3,
GM,WAT,16,10,
GM,WAT,17,7,
GM,WAT,18,9,
GM,WAT,19,8,
GM,WAT,20,5,0
GM,WAT,21,3,
GM,WAT,22,7,
GM,WAT,23,3,
GM,WAT,24,3,
GM,WAT,25,6,
GM,WAT,26,11,
GM,WAT,27,2,
GM,WAT,28,9,
GM,WAT,29,5,
GM,WAT,30,7,25
GM,WAT,31,7,
GM,WAT,32,4,
GM,WAT,33,3,
GM,WAT,34,11,
GM,WAT,35,7,
GM,WAT,36,4,
GM,WAT,37,1,
GM,WAT,38,3,
GM,WAT,39,4,
GM,WAT,40,9,25
GM,WAT,41,2,
GM,WAT,42,2,
GM,WAT,43,5,
GM,WAT,44,4,
GM,WAT,45,9,
GM,WAT,46,3,
GM,WAT,47,4,
GM,WAT,48,4,
GM,WAT,49,5,
GM,WAT,50,4,0
GM,WAT,51,4,
GM,WAT,52,3,
GM,WAT,53,9,
GM,WAT,54,14,
GM,WAT,55,8,
GM,WAT,56,6,
GM,WAT,57,4,
GM,WAT,58,18,
GM,WAT,59,7,
GM,WAT,60,7,0
GM,WAT,61,15,
GM,WAT,62,11,
GM,WAT,63,14,
GM,WAT,64,3,
GM,WAT,65,4,
GM,WAT,66,4,
GM,WAT,67,18,
GM,WAT,68,5,
GM,WAT,69,9,
GM,WAT,70,18,75
GM,WAT,71,7,
GM,WAT,72,16,
GM,WAT,73,4,
GM,WAT,74,4,
GM,WAT,75,3,
GM,WAT,76,7,
GM,WAT,77,8,
GM,WAT,78,4,
GM,WAT,79,12,
GM,WAT,80,8,0
GM,WAT,81,7,
GM,WAT,82,7,
GM,WAT,83,6,
GM,WAT,84,18,
GM,WAT,85,4,
GM,WAT,86,8,
GM,WAT,87,8,
GM,WAT,88,6,
GM,WAT,89,4,
GM,WAT,90,6,50
GM,WAT,91,11,
GM,WAT,92,6,
GM,WAT,93,4,
GM,WAT,94,5,
GM,WAT,95,6,
GM,WAT,96,4,
GM,WAT,97,7,
GM,WAT,98,6,
GM,WAT,99,7,
GM,WAT,100,7,50
GM,CCR,1,5,
GM,CCR,2,8,
GM,CCR,3,7,
GM,CCR,4,8,
GM,CCR,5,9,
GM,CCR,6,6,
GM,CCR,7,11,
GM,CCR,8,4,
GM,CCR,9,11,
GM,CCR,10,5,0
GM,CCR,11,6,
GM,CCR,12,9,
GM,CCR,13,7,
GM,CCR,14,5,
GM,CCR,15,8,
GM,CCR,16,6,
GM,CCR,17,6,
GM,CCR,18,7,
GM,CCR,19,7,
GM,CCR,20,6,0
GM,CCR,21,12,
GM,CCR,22,8,
GM,CCR,23,7,
GM,CCR,24,6,
GM,CCR,25,5,
GM,CCR,26,13,
GM,CCR,27,9,
GM,CCR,28,4,
GM,CCR,29,7,
GM,CCR,30,5,50
GM,CCR,31,5,
GM,CCR,32,7,
GM,CCR,33,8,
GM,CCR,34,3,
GM,CCR,35,6,
GM,CCR,36,6,
GM,CCR,37,5,
GM,CCR,38,3,
GM,CCR,39,7,
GM,CCR,40,5,0
GM,CCR,41,7,
GM,CCR,42,8,
GM,CCR,43,5,
GM,CCR,44,4,
GM,CCR,45,8,
GM,CCR,46,6,
GM,CCR,47,7,
GM,CCR,48,5,
GM,CCR,49,6,
GM,CCR,50,6,0
GM,CCR,51,6,
GM,CCR,52,6,
GM,CCR,53,5,
GM,CCR,54,7,
GM,CCR,55,4,
GM,CCR,56,10,
GM,CCR,57,5,
GM,CCR,58,8,
GM,CCR,59,8,
GM,CCR,60,6,25
GM,CCR,61,6,
GM,CCR,62,3,
GM,CCR,63,5,
GM,CCR,64,4,
GM,CCR,65,5,
GM,CCR,66,4,
GM,CCR,67,8,
GM,CCR,68,8,
GM,CCR,69,5,
GM,CCR,70,9,25
GM,CCR,71,6,
GM,CCR,72,7,
GM,CCR,73,7,
GM,CCR,74,6,
GM,CCR,75,7,
GM,CCR,76,6,
GM,CCR,77,11,
GM,CCR,78,5,
GM,CCR,79,3,
GM,CCR,80,5,25
GM,CCR,81,5,
GM,CCR,82,7,
GM,CCR,83,8,
GM,CCR,84,2,
GM,CCR,85,3,
GM,CCR,86,5,
GM,CCR,87,5,
GM,CCR,88,7,
GM,CCR,89,2,
GM,CCR,90,5,0
GM,CCR,91,6,
GM,CCR,92,5,
GM,CCR,93,4,
GM,CCR,94,6,
GM,CCR,95,4,
GM,CCR,96,8,
GM,CCR,97,5,
GM,CCR,98,6,
GM,CCR,99,6,
GM,CCR,100,8,25
GM,BRY,1,1,
GM,BRY,2,1,
GM,BRY,3,2,
GM,BRY,4,1,
GM,BRY,5,2,
GM,BRY,6,2,
GM,BRY,7,1,
GM,BRY,8,2,
GM,BRY,9,2,
GM,BRY,10,3,0
GM,BRY,11,1,
GM,BRY,12,2,
GM,BRY,13,3,
GM,BRY,14,7,
GM,BRY,15,2,
GM,BRY,16,8,
GM,BRY,17,3,
GM,BRY,18,5,
GM,BRY,19,3,
GM,BRY,20,9,50
GM,BRY,21,2,
GM,BRY,22,4,
GM,BRY,23,9,
GM,BRY,24,9,
GM,BRY,25,4,
GM,BRY,26,16,
GM,BRY,27,12,
GM,BRY,28,6,
GM,BRY,29,8,
GM,BRY,30,5,0
GM,BRY,31,10,
GM,BRY,32,5,
GM,BRY,33,4,
GM,BRY,34,1,
GM,BRY,35,3,
GM,BRY,36,2,
GM,BRY,37,2,
GM,BRY,38,4,
GM,BRY,39,8,
GM,BRY,40,3,0
GM,BRY,41,3,
GM,BRY,42,5,
GM,BRY,43,3,
GM,BRY,44,8,
GM,BRY,45,2,
GM,BRY,46,9,
GM,BRY,47,2,
GM,BRY,48,7,
GM,BRY,49,2,
GM,BRY,50,1,0
GM,BRY,51,2,
GM,BRY,52,1,
GM,BRY,53,3,
GM,BRY,54,1,
GM,BRY,55,1,
GM,BRY,56,3,
GM,BRY,57,2,
GM,BRY,58,3,
GM,BRY,59,4,
GM,BRY,60,4,0
GM,BRY,61,4,
GM,BRY,62,3,
GM,BRY,63,5,
GM,BRY,64,6,
GM,BRY,65,9,
GM,BRY,66,5,
GM,BRY,67,5,
GM,BRY,68,6,
GM,BRY,69,6,
GM,BRY,70,13,75
GM,BRY,71,5,
GM,BRY,72,4,
GM,BRY,73,4,
GM,BRY,74,3,
GM,BRY,75,14,
GM,BRY,76,7,
GM,BRY,77,5,
GM,BRY,78,9,
GM,BRY,79,11,
GM,BRY,80,9,0
GM,BRY,81,2,
GM,BRY,82,2,
GM,BRY,83,8,
GM,BRY,84,3,
GM,BRY,85,1,
GM,BRY,86,2,
GM,BRY,87,4,
GM,BRY,88,1,
GM,BRY,89,2,
GM,BRY,90,5,75
GM,BRY,91,2,
GM,BRY,92,2,
GM,BRY,93,3,
GM,BRY,94,10,
GM,BRY,95,11,
GM,BRY,96,7,
GM,BRY,97,4,
GM,BRY,98,7,
GM,BRY,99,5,
GM,BRY,100,4,0
GM,HCT,1,12,
GM,HCT,2,5,
GM,HCT,3,7,
GM,HCT,4,6,
GM,HCT,5,7,
GM,HCT,6,8,
GM,HCT,7,9,
GM,HCT,8,5,
GM,HCT,9,7,
GM,HCT,10,8,0
GM,HCT,11,8,
GM,HCT,12,7,
GM,HCT,13,2,
GM,HCT,14,10,
GM,HCT,15,7,
GM,HCT,16,6,
GM,HCT,17,6,
GM,HCT,18,5,
GM,HCT,19,7,
GM,HCT,20,6,25
GM,HCT,21,9,
GM,HCT,22,9,
GM,HCT,23,8,
GM,HCT,24,5,
GM,HCT,25,3,
GM,HCT,26,7,
GM,HCT,27,9,
GM,HCT,28,4,
GM,HCT,29,5,
GM,HCT,30,5,25
GM,HCT,31,6,
GM,HCT,32,7,
GM,HCT,33,7,
GM,HCT,34,4,
GM,HCT,35,3,
GM,HCT,36,5,
GM,HCT,37,11,
GM,HCT,38,4,
GM,HCT,39,3,
GM,HCT,40,6,
GM,HCT,41,4,
GM,HCT,42,8,50
GM,HCT,43,6,
GM,HCT,44,6,
GM,HCT,45,6,
GM,HCT,46,11,
GM,HCT,47,6,
GM,HCT,48,7,
GM,HCT,49,7,
GM,HCT,50,4,75
GM,HCT,51,10,
GM,HCT,52,5,
GM,HCT,53,3,
GM,HCT,54,5,
GM,HCT,55,9,
GM,HCT,56,5,
GM,HCT,57,10,
GM,HCT,58,3,
GM,HCT,59,4,
GM,HCT,60,8,25
GM,HCT,61,7,
GM,HCT,62,8,
GM,HCT,63,7,
GM,HCT,64,4,
GM,HCT,65,9,
GM,HCT,66,6,
GM,HCT,67,6,
GM,HCT,68,7,
GM,HCT,69,11,
GM,HCT,70,4,0
GM,HCT,71,9,
GM,HCT,72,4,
GM,HCT,73,6,
GM,HCT,74,5,
GM,HCT,75,6,
GM,HCT,76,7,
GM,HCT,77,7,
GM,HCT,78,4,
GM,HCT,79,5,
GM,HCT,80,8,0
GM,HCT,81,5,
GM,HCT,82,6,
GM,HCT,83,8,
GM,HCT,84,6,
GM,HCT,85,7,
GM,HCT,86,6,
GM,HCT,87,7,
GM,HCT,88,6,
GM,HCT,89,6,
GM,HCT,90,5,0
GM,HCT,91,6,
GM,HCT,92,8,
GM,HCT,93,9,
GM,HCT,94,6,
GM,HCT,95,9,
GM,HCT,96,6,
GM,HCT,97,6,
GM,HCT,98,8,
GM,HCT,99,6,
GM,HCT,100,8,50
TN,ARB,1,7,
TN,ARB,2,11,
TN,ARB,3,6,
TN,ARB,4,4,
TN,ARB,5,3,
TN,ARB,6,4,
TN,ARB,7,7,
TN,ARB,8,6,
TN,ARB,9,9,
TN,ARB,10,13,25
TN,ARB,11,14,
TN,ARB,12,3,
TN,ARB,13,4,
TN,ARB,14,6,
TN,ARB,15,8,
TN,ARB,16,6,
TN,ARB,17,9,
TN,ARB,18,7,
TN,ARB,19,10,
TN,ARB,20,9,75
TN,ARB,21,8,
TN,ARB,22,9,
TN,ARB,23,8,
TN,ARB,24,7,
TN,ARB,25,12,
TN,ARB,26,10,
TN,ARB,27,14,
TN,ARB,28,7,
TN,ARB,29,9,
TN,ARB,30,13,75
TN,ARB,31,7,
TN,ARB,32,7,
TN,ARB,33,7,
TN,ARB,34,7,
TN,ARB,35,8,
TN,ARB,36,6,
TN,ARB,37,4,
TN,ARB,38,6,
TN,ARB,39,9,
TN,ARB,40,11,
TN,ARB,41,7,
TN,ARB,42,7,25
TN,ARB,43,8,
TN,ARB,44,5,
TN,ARB,45,6,
TN,ARB,46,8,
TN,ARB,47,5,
TN,ARB,48,5,
TN,ARB,49,8,
TN,ARB,50,10,25
TN,ARB,51,5,
TN,ARB,52,3,
TN,ARB,53,6,
TN,ARB,54,7,
TN,ARB,55,4,
TN,ARB,56,3,
TN,ARB,57,7,
TN,ARB,58,10,
TN,ARB,59,7,
TN,ARB,60,5,0
TN,ARB,61,7,
TN,ARB,62,5,
TN,ARB,63,9,
TN,ARB,64,6,
TN,ARB,65,7,
TN,ARB,66,4,
TN,ARB,67,4,
TN,ARB,68,8,
TN,ARB,69,6,
TN,ARB,70,10,50
TN,ARB,71,9,
TN,ARB,72,3,
TN,ARB,73,7,
TN,ARB,74,11,
TN,ARB,75,12,
TN,ARB,76,7,
TN,ARB,77,5,
TN,ARB,78,5,
TN,ARB,79,10,
TN,ARB,80,8,75
TN,ARB,81,6,
TN,ARB,82,6,
TN,ARB,83,12,
TN,ARB,84,12,
TN,ARB,85,8,
TN,ARB,86,5,
TN,ARB,87,6,
TN,ARB,88,7,
TN,ARB,89,11,
TN,ARB,90,8,75
TN,ARB,91,7,
TN,ARB,92,7,
TN,ARB,93,11,
TN,ARB,94,8,
TN,ARB,95,5,
TN,ARB,96,4,
TN,ARB,97,7,
TN,ARB,98,4,
TN,ARB,99,3,
TN,ARB,100,5,25
TN,CHR,1,11,
TN,CHR,2,15,
TN,CHR,3,9,
TN,CHR,4,9,
TN,CHR,5,9,
TN,CHR,6,13,
TN,CHR,7,8,
TN,CHR,8,7,
TN,CHR,9,3,
TN,CHR,10,6,0
TN,CHR,11,5,
TN,CHR,12,8,
TN,CHR,13,11,
TN,CHR,14,12,
TN,CHR,15,13,
TN,CHR,16,15,
TN,CHR,17,4,
TN,CHR,18,13,
TN,CHR,19,6,
TN,CHR,20,6,50
TN,CHR,21,6,
TN,CHR,22,7,
TN,CHR,23,10,
TN,CHR,24,7,
TN,CHR,25,6,
TN,CHR,26,10,
TN,CHR,27,6,
TN,CHR,28,16,
TN,CHR,29,5,
TN,CHR,30,12,
TN,CHR,31,5,0
TN,CHR,32,9,
TN,CHR,33,10,
TN,CHR,34,7,
TN,CHR,35,10,
TN,CHR,36,8,
TN,CHR,37,6,
TN,CHR,38,10,
TN,CHR,39,7,
TN,CHR,40,13,75
TN,CHR,41,5,
TN,CHR,42,8,
TN,CHR,43,8,
TN,CHR,44,5,
TN,CHR,45,7,
TN,CHR,46,6,
TN,CHR,47,13,
TN,CHR,48,9,
TN,CHR,49,10,
TN,CHR,50,8,
TN,CHR,51,14,75
TN,CHR,52,11,
TN,CHR,53,15,
TN,CHR,54,9,
TN,CHR,55,4,
TN,CHR,56,9,
TN,CHR,57,6,
TN,CHR,58,5,
TN,CHR,59,9,
TN,CHR,60,9,25
TN,CHR,61,13,
TN,CHR,62,4,
TN,CHR,63,7,
TN,CHR,64,6,
TN,CHR,65,5,
TN,CHR,66,15,
TN,CHR,67,7,
TN,CHR,68,16,
TN,CHR,69,8,
TN,CHR,70,14,0
TN,CHR,71,10,
TN,CHR,72,13,
TN,CHR,73,5,
TN,CHR,74,10,
TN,CHR,75,11,
TN,CHR,76,10,
TN,CHR,77,9,
TN,CHR,78,4,
TN,CHR,79,3,
TN,CHR,80,4,0
TN,CHR,81,5,
TN,CHR,82,6,
TN,CHR,83,12,
TN,CHR,84,10,
TN,CHR,85,7,
TN,CHR,86,13,
TN,CHR,87,8,
TN,CHR,88,12,
TN,CHR,89,4,
TN,CHR,90,8,50
TN,CHR,91,3,
TN,CHR,92,4,
TN,CHR,93,5,
TN,CHR,94,13,
TN,CHR,95,12,
TN,CHR,96,9,
TN,CHR,97,8,
TN,CHR,98,4,
TN,CHR,99,4,
TN,CHR,100,5,0
TN,SAL,1,5,
TN,SAL,2,4,
TN,SAL,3,4,
TN,SAL,4,5,
TN,SAL,5,7,
TN,SAL,6,6,
TN,SAL,7,5,
TN,SAL,8,5,
TN,SAL,9,4,
TN,SAL,10,3,0
TN,SAL,11,7,
TN,SAL,12,4,
TN,SAL,13,4,
TN,SAL,14,6,
TN,SAL,15,5,
TN,SAL,16,9,
TN,SAL,17,6,
TN,SAL,18,2,
TN,SAL,19,5,
TN,SAL,20,5,0
TN,SAL,21,11,
TN,SAL,22,9,
TN,SAL,23,4,
TN,SAL,24,3,
TN,SAL,25,3,
TN,SAL,26,4,
TN,SAL,27,6,
TN,SAL,28,7,
TN,SAL,29,10,
TN,SAL,30,5,0
TN,SAL,31,3,
TN,SAL,32,6,
TN,SAL,33,8,
TN,SAL,34,6,
TN,SAL,35,8,
TN,SAL,36,6,
TN,SAL,37,10,
TN,SAL,38,7,
TN,SAL,39,5,
TN,SAL,40,2,0
TN,SAL,41,10,
TN,SAL,42,3,
TN,SAL,43,9,
TN,SAL,44,2,
TN,SAL,45,5,
TN,SAL,46,5,
TN,SAL,47,4,
TN,SAL,48,3,
TN,SAL,49,6,
TN,SAL,50,6,50
TN,SAL,51,4,
TN,SAL,52,7,
TN,SAL,53,5,
TN,SAL,54,7,
TN,SAL,55,5,
TN,SAL,56,10,
TN,SAL,57,5,
TN,SAL,58,4,
TN,SAL,59,5,
TN,SAL,60,6,0
TN,SAL,61,4,
TN,SAL,62,3,
TN,SAL,63,5,
TN,SAL,64,2,
TN,SAL,65,2,
TN,SAL,66,5,
TN,SAL,67,3,
TN,SAL,68,5,
TN,SAL,69,2,
TN,SAL,70,2,0
TN,SAL,71,4,
TN,SAL,72,7,
TN,SAL,73,7,
TN,SAL,74,7,
TN,SAL,75,12,
TN,SAL,76,5,
TN,SAL,77,9,
TN,SAL,78,7,
TN,SAL,79,3,
TN,SAL,80,3,0
TN,SAL,81,5,
TN,SAL,82,12,
TN,SAL,83,7,
TN,SAL,84,5,
TN,SAL,85,7,
TN,SAL,86,5,
TN,SAL,87,2,
TN,SAL,88,7,
TN,SAL,89,11,
TN,SAL,90,15,0
TN,SAL,91,6,
TN,SAL,92,8,
TN,SAL,93,5,
TN,SAL,94,14,
TN,SAL,95,7,
TN,SAL,96,4,
TN,SAL,97,6,
TN,SAL,98,3,
TN,SAL,99,3,
TN,SAL,100,3,0
TN,SQR,1,12,
TN,SQR,2,8,
TN,SQR,3,10,
TN,SQR,4,9,
TN,SQR,5,4,
TN,SQR,6,8,
TN,SQR,7,10,
TN,SQR,8,5,
TN,SQR,9,7,
TN,SQR,10,5,25
TN,SQR,11,8,
TN,SQR,12,8,
TN,SQR,13,2,
TN,SQR,14,8,
TN,SQR,15,12,
TN,SQR,16,6,
TN,SQR,17,6,
TN,SQR,18,3,
TN,SQR,19,5,
TN,SQR,20,4,0
TN,SQR,21,6,
TN,SQR,22,4,
TN,SQR,23,4,
TN,SQR,24,8,
TN,SQR,25,8,
TN,SQR,26,9,
TN,SQR,27,6,
TN,SQR,28,7,
TN,SQR,29,14,
TN,SQR,30,5,25
TN,SQR,31,12,
TN,SQR,32,7,
TN,SQR,33,4,
TN,SQR,34,12,
TN,SQR,35,9,
TN,SQR,36,4,
TN,SQR,37,5,
TN,SQR,38,3,
TN,SQR,39,6,
TN,SQR,40,6,
TN,SQR,41,4,0
TN,SQR,42,6,
TN,SQR,43,4,
TN,SQR,44,6,
TN,SQR,45,5,
TN,SQR,46,7,
TN,SQR,47,4,
TN,SQR,48,6,
TN,SQR,49,3,
TN,SQR,50,4,0
TN,SQR,51,3,
TN,SQR,52,6,
TN,SQR,53,4,
TN,SQR,54,4,
TN,SQR,55,4,
TN,SQR,56,9,
TN,SQR,57,5,
TN,SQR,58,4,
TN,SQR,59,4,
TN,SQR,60,5,25
TN,SQR,61,7,
TN,SQR,62,9,
TN,SQR,63,8,
TN,SQR,64,8,
TN,SQR,65,6,
TN,SQR,66,10,
TN,SQR,67,4,
TN,SQR,68,6,
TN,SQR,69,5,
TN,SQR,70,16,75
TN,SQR,71,4,
TN,SQR,72,8,
TN,SQR,73,8,
TN,SQR,74,11,
TN,SQR,75,5,
TN,SQR,76,7,
TN,SQR,77,4,
TN,SQR,78,2,
TN,SQR,79,7,
TN,SQR,80,7,75
TN,SQR,81,5,
TN,SQR,82,8,
TN,SQR,83,4,
TN,SQR,84,5,
TN,SQR,85,5,
TN,SQR,86,7,
TN,SQR,87,6,
TN,SQR,88,5,
TN,SQR,89,4,
TN,SQR,90,6,75
TN,SQR,91,4,
TN,SQR,92,3,
TN,SQR,93,5,
TN,SQR,94,6,
TN,SQR,95,6,
TN,SQR,96,5,
TN,SQR,97,3,
TN,SQR,98,5,
TN,SQR,99,10,
TN,SQR,100,6,0
TN,SWR,1,12,
TN,SWR,2,11,
TN,SWR,3,6,
TN,SWR,4,8,
TN,SWR,5,8,
TN,SWR,6,10,
TN,SWR,7,5,
TN,SWR,8,5,
TN,SWR,9,11,
TN,SWR,10,6,50
TN,SWR,11,8,
TN,SWR,12,7,
TN,SWR,13,9,
TN,SWR,14,8,
TN,SWR,15,7,
TN,SWR,16,11,
TN,SWR,17,3,
TN,SWR,18,5,
TN,SWR,19,9,
TN,SWR,20,6,0
TN,SWR,21,6,
TN,SWR,22,9,
TN,SWR,23,7,
TN,SWR,24,10,
TN,SWR,25,8,
TN,SWR,26,10,
TN,SWR,27,9,
TN,SWR,28,10,
TN,SWR,29,5,
TN,SWR,30,6,25
TN,SWR,31,6,
TN,SWR,32,6,
TN,SWR,33,6,
TN,SWR,34,6,
TN,SWR,35,10,
TN,SWR,36,9,
TN,SWR,37,7,
TN,SWR,38,10,
TN,SWR,39,5,
TN,SWR,40,7,25
TN,SWR,41,8,
TN,SWR,42,99,
TN,SWR,43,8,
TN,SWR,44,7,
TN,SWR,45,8,
TN,SWR,46,11,
TN,SWR,47,9,
TN,SWR,48,8,
TN,SWR,49,9,
TN,SWR,50,7,0
TN,SWR,51,8,
TN,SWR,52,8,
TN,SWR,53,13,
TN,SWR,54,8,
TN,SWR,55,5,
TN,SWR,56,6,
TN,SWR,57,10,
TN,SWR,58,10,
TN,SWR,59,8,
TN,SWR,60,6,0
TN,SWR,61,6,
TN,SWR,62,6,
TN,SWR,63,8,
TN,SWR,64,6,
TN,SWR,65,7,
TN,SWR,66,8,
TN,SWR,67,9,
TN,SWR,68,4,
TN,SWR,69,9,
TN,SWR,70,7,0
TN,SWR,71,7,
TN,SWR,72,10,
TN,SWR,73,6,
TN,SWR,74,6,
TN,SWR,75,9,
TN,SWR,76,15,
TN,SWR,77,8,
TN,SWR,78,7,
TN,SWR,79,8,
TN,SWR,80,12,0
TN,SWR,81,7,
TN,SWR,82,10,
TN,SWR,83,10,
TN,SWR,84,2,
TN,SWR,85,11,
TN,SWR,86,10,
TN,SWR,87,7,
TN,SWR,88,5,
TN,SWR,89,6,
TN,SWR,90,10,0
