"extent","model","model_num","k","delta_aicc","log_likelihood","adj_r2","% lake","% wetland","(intercept)","canopy","forest disturbance","human impact","road density","substrate size","wetted width"
"riparian","embeddedness","9",3,2.37553166486528,-1.39815246433837,-0.0215776708351056,NA,NA,"0.52 ( 0.09 )",NA,"0.13 ( 0.21 )",NA,NA,NA,NA
"riparian","embeddedness","10",3,2.79485854064383,-1.60781590222764,-0.036991910442886,NA,NA,"0.58 ( 0.07 )",NA,NA,NA,"-0.03 ( 0.17 )",NA,NA
"riparian","embeddedness","11",3,2.77661183516476,-1.59869254948811,-0.0363163560863169,NA,NA,"0.58 ( 0.07 )",NA,NA,"-0.04 ( 0.18 )",NA,NA,NA
"local","invertebrate biomass","null",2,11.7363192058958,0.271630456952036,0,NA,NA,"0.25 ( 0.05 )",NA,NA,NA,NA,NA,NA
"local","invertebrate biomass","1",5,10.9489316057463,4.78896062066314,0.185257693928383,NA,NA,"0.47 ( 0.13 )",NA,"-0.1 ( 0.16 )",NA,NA,"0.04 ( 0.21 )","-0.47 ( 0.17 )"
"local","invertebrate biomass","2",5,3.18522172064327,8.67081556321467,0.382550970772518,NA,NA,"0.29 ( 0.12 )",NA,NA,NA,"0.47 ( 0.16 )","0.03 ( 0.18 )","-0.35 ( 0.15 )"
"local","invertebrate biomass","3",5,10.3546703154525,5.08609126581007,0.20236726724782,NA,NA,"0.47 ( 0.13 )",NA,NA,"-0.11 ( 0.12 )",NA,"0.08 ( 0.21 )","-0.53 ( 0.17 )"
"local","invertebrate biomass","4",6,0,11.8997900598999,0.488414308959955,NA,NA,"0.34 ( 0.11 )",NA,NA,"-0.25 ( 0.1 )","0.61 ( 0.16 )","0.14 ( 0.17 )","-0.4 ( 0.14 )"
"local","invertebrate biomass","5",6,4.64507522948229,9.5772524451588,0.396098778386636,NA,NA,"0.34 ( 0.12 )",NA,"-0.18 ( 0.14 )",NA,"0.51 ( 0.17 )","0.05 ( 0.18 )","-0.31 ( 0.15 )"
"local","invertebrate biomass","6",6,13.5439266998399,5.12782670998001,0.170165097688828,NA,NA,"0.48 ( 0.14 )",NA,"-0.05 ( 0.18 )","-0.1 ( 0.13 )",NA,"0.08 ( 0.21 )","-0.51 ( 0.18 )"
"local","invertebrate biomass","7",7,3.32041927965701,12.0395804200714,0.470474227507419,NA,NA,"0.36 ( 0.11 )",NA,"-0.07 ( 0.14 )","-0.23 ( 0.11 )","0.61 ( 0.16 )","0.13 ( 0.17 )","-0.38 ( 0.15 )"
"local","invertebrate biomass","8",4,8.40739255009003,4.56565900224623,0.205271938243651,NA,NA,"0.43 ( 0.12 )",NA,NA,NA,NA,"0.03 ( 0.2 )","-0.48 ( 0.16 )"
"local","invertebrate biomass","9",3,13.3518537968792,0.723863161460345,-0.0054528046630502,NA,NA,"0.33 ( 0.09 )",NA,"-0.16 ( 0.18 )",NA,NA,NA,NA
"local","invertebrate biomass","10",3,3.01069079197533,5.89444466391228,0.305031847514113,NA,NA,"0.14 ( 0.05 )",NA,NA,NA,"0.59 ( 0.17 )",NA,NA
"local","invertebrate biomass","11",3,14.198177963755,0.300701078022439,-0.036307438423544,NA,NA,"0.26 ( 0.07 )",NA,NA,"-0.03 ( 0.13 )",NA,NA,NA
"local","EPT index","null",2,3.34779241674131,-2.33111815569543,0,NA,NA,"0.43 ( 0.05 )",NA,NA,NA,NA,NA,NA
"local","EPT index","1",5,3.80611523103112,1.56335680079603,0.148191674003688,NA,NA,"0.08 ( 0.15 )",NA,"0.4 ( 0.18 )",NA,NA,"0.22 ( 0.23 )","0.12 ( 0.19 )"
"local","EPT index","2",5,8.27816133520934,-0.672666251293079,0.000677584993607483,NA,NA,"0.17 ( 0.16 )",NA,NA,NA,"0.18 ( 0.23 )","0.26 ( 0.25 )","0.22 ( 0.21 )"
"local","EPT index","3",5,8.01083000461164,-0.53900058599423,0.0101732608996038,NA,NA,"0.18 ( 0.15 )",NA,NA,"0.13 ( 0.14 )",NA,"0.21 ( 0.26 )","0.22 ( 0.21 )"
"local","EPT index","4",6,10.9964086400491,-0.39542626734933,-0.0223244874287265,NA,NA,"0.15 ( 0.17 )",NA,NA,"0.11 ( 0.16 )","0.12 ( 0.25 )","0.22 ( 0.26 )","0.24 ( 0.22 )"
"local","EPT index","5",6,6.8178823484113,1.69383687846958,0.119402071537717,NA,NA,"0.06 ( 0.16 )",NA,"0.39 ( 0.19 )",NA,"0.1 ( 0.22 )","0.22 ( 0.24 )","0.15 ( 0.2 )"
"local","EPT index","6",6,7.06345968291997,1.57104821121524,0.111644713848399,NA,NA,"0.08 ( 0.15 )",NA,"0.39 ( 0.2 )","0.02 ( 0.15 )",NA,"0.21 ( 0.24 )","0.13 ( 0.2 )"
"local","EPT index","7",7,10.4165736390474,1.69449123315153,0.0794179216334641,NA,NA,"0.06 ( 0.16 )",NA,"0.39 ( 0.21 )","-0.01 ( 0.16 )","0.1 ( 0.24 )","0.22 ( 0.25 )","0.15 ( 0.21 )"
"local","EPT index","8",4,5.99373253401118,-1.02452299693906,0.0162339698980688,NA,NA,"0.22 ( 0.15 )",NA,NA,NA,NA,"0.26 ( 0.25 )","0.17 ( 0.2 )"
"local","EPT index","9",3,0,0.602778052675226,0.157872361786211,NA,NA,"0.23 ( 0.09 )",NA,"0.44 ( 0.18 )",NA,NA,NA,NA
"local","EPT index","10",3,5.71872266854412,-2.25658328159683,-0.0329475438016014,NA,NA,"0.42 ( 0.06 )",NA,NA,NA,"0.08 ( 0.22 )",NA,NA
"local","EPT index","11",3,5.0367261486201,-1.91558502163482,-0.0080919541419493,NA,NA,"0.38 ( 0.08 )",NA,NA,"0.12 ( 0.14 )",NA,NA,NA
"local","periphyton biomass","null",2,1.7925109079465,5.93529137346446,0,NA,NA,"0.2 ( 0.04 )",NA,NA,NA,NA,NA,NA
"local","periphyton biomass","1",5,2.63327380777187,9.63854628718813,0.13647736829352,NA,NA,"-0.01 ( 0.14 )","0.16 ( 0.13 )","-0.08 ( 0.14 )",NA,NA,NA,"0.42 ( 0.16 )"
"local","periphyton biomass","2",5,2.97913187963767,9.46561725125524,0.125744925342465,NA,NA,"-0.05 ( 0.12 )","0.18 ( 0.13 )",NA,NA,"-0.01 ( 0.16 )",NA,"0.42 ( 0.16 )"
"local","periphyton biomass","3",5,2.9461146419153,9.48212587011642,0.126775228035776,NA,NA,"-0.04 ( 0.13 )","0.18 ( 0.13 )",NA,"-0.02 ( 0.1 )",NA,NA,"0.41 ( 0.16 )"
"local","periphyton biomass","4",6,6.2183355728373,9.48237904101905,0.0888254111010439,NA,NA,"-0.04 ( 0.13 )","0.18 ( 0.13 )",NA,"-0.02 ( 0.11 )","0 ( 0.18 )",NA,"0.41 ( 0.17 )"
"local","periphyton biomass","5",6,5.9043086887322,9.6393924830716,0.0989873672041984,NA,NA,"-0.01 ( 0.14 )","0.16 ( 0.14 )","-0.08 ( 0.15 )",NA,"0.01 ( 0.17 )",NA,"0.42 ( 0.17 )"
"local","periphyton biomass","6",6,5.90454745570799,9.63927309958371,0.0989796838835296,NA,NA,"-0.01 ( 0.14 )","0.16 ( 0.13 )","-0.08 ( 0.16 )","0 ( 0.11 )",NA,NA,"0.42 ( 0.17 )"
"local","periphyton biomass","7",7,9.50358208711521,9.6397557838801,0.0580566913320764,NA,NA,"-0.01 ( 0.15 )","0.16 ( 0.14 )","-0.08 ( 0.16 )","0 ( 0.12 )","0.01 ( 0.18 )",NA,"0.42 ( 0.17 )"
"local","periphyton biomass","8",4,0,9.46111204482901,0.160445002610858,NA,NA,"-0.05 ( 0.11 )","0.18 ( 0.12 )",NA,NA,NA,NA,"0.42 ( 0.16 )"
"local","periphyton biomass","9",3,4.03578305569343,6.07365529959099,-0.0282488301338895,NA,NA,"0.23 ( 0.08 )",NA,"-0.07 ( 0.15 )",NA,NA,NA,NA
"local","periphyton biomass","10",3,4.02539270023682,6.0788504773193,-0.0278673341060076,NA,NA,"0.21 ( 0.05 )",NA,NA,NA,"-0.09 ( 0.16 )",NA,NA
"local","periphyton biomass","11",3,3.82001413601743,6.18153975942899,-0.0203555628244443,NA,NA,"0.23 ( 0.06 )",NA,NA,"-0.07 ( 0.1 )",NA,NA,NA
"local","% shredders","null",2,12.5113136863412,-1.20754374230019,0,NA,NA,"0.28 ( 0.05 )",NA,NA,NA,NA,NA,NA
"local","% shredders","1",5,6.49101216919889,5.92624337990731,0.324142610422606,NA,NA,"0.76 ( 0.13 )",NA,"-0.2 ( 0.16 )",NA,NA,"-0.61 ( 0.2 )","-0.16 ( 0.16 )"
"local","% shredders","2",5,8.16693326102364,5.08828283399493,0.282454459764047,NA,NA,"0.67 ( 0.13 )",NA,NA,NA,"0.08 ( 0.19 )","-0.63 ( 0.2 )","-0.16 ( 0.17 )"
"local","% shredders","3",5,0,9.17174946450675,0.463986027709059,NA,NA,"0.79 ( 0.11 )",NA,NA,"-0.29 ( 0.1 )",NA,"-0.5 ( 0.18 )","-0.3 ( 0.15 )"
"local","% shredders","4",6,0.172171750002963,10.7220272258689,0.49931071601226,NA,NA,"0.73 ( 0.11 )",NA,NA,"-0.35 ( 0.1 )","0.27 ( 0.17 )","-0.48 ( 0.18 )","-0.24 ( 0.15 )"
"local","% shredders","5",6,9.25641582225227,6.17990518974426,0.307420519098918,NA,NA,"0.73 ( 0.14 )",NA,"-0.22 ( 0.16 )",NA,"0.12 ( 0.19 )","-0.61 ( 0.2 )","-0.12 ( 0.17 )"
"local","% shredders","6",6,3.15916705900644,9.22852957136717,0.442944920553798,NA,NA,"0.81 ( 0.12 )",NA,"-0.05 ( 0.15 )","-0.28 ( 0.11 )",NA,"-0.5 ( 0.19 )","-0.29 ( 0.16 )"
"local","% shredders","7",7,3.59117139130871,10.812527405216,0.479924922432456,NA,NA,"0.75 ( 0.12 )",NA,"-0.06 ( 0.15 )","-0.34 ( 0.12 )","0.28 ( 0.17 )","-0.48 ( 0.18 )","-0.23 ( 0.15 )"
"local","% shredders","8",4,5.37540236802893,4.98997713424723,0.306302312017445,NA,NA,"0.69 ( 0.12 )",NA,NA,NA,NA,"-0.63 ( 0.2 )","-0.19 ( 0.16 )"
"local","% shredders","9",3,12.5941580320639,0.0110340848384394,0.0481053817030941,NA,NA,"0.41 ( 0.1 )",NA,"-0.28 ( 0.18 )",NA,NA,NA,NA
"local","% shredders","10",3,14.2616146207854,-0.822694209522315,-0.0103037979168166,NA,NA,"0.25 ( 0.06 )",NA,NA,NA,"0.18 ( 0.21 )",NA,NA
"local","% shredders","11",3,8.99287005491117,1.81167807341481,0.162989256740585,NA,NA,"0.41 ( 0.07 )",NA,NA,"-0.3 ( 0.12 )",NA,NA,NA
"local","total nitrogen","null",2,0,1.75370537952574,0,NA,NA,"0.25 ( 0.04 )",NA,NA,NA,NA,NA,NA
"local","total nitrogen","1",5,6.03225138522621,2.861216050549,-0.0394327488824449,NA,"-0.12 ( 0.18 )","0.38 ( 0.11 )",NA,"-0.06 ( 0.17 )",NA,NA,NA,"-0.2 ( 0.17 )"
"local","total nitrogen","2",5,4.29330937070074,3.73068705781173,0.0231575914816911,NA,"-0.22 ( 0.19 )","0.46 ( 0.12 )",NA,NA,NA,"-0.27 ( 0.21 )",NA,"-0.29 ( 0.18 )"
"local","total nitrogen","3",5,6.10170942966442,2.8264870283299,-0.0420144127272624,NA,"-0.12 ( 0.18 )","0.34 ( 0.12 )",NA,NA,"0.03 ( 0.12 )",NA,NA,"-0.2 ( 0.18 )"
"local","total nitrogen","4",6,7.02564121190256,4.00088477357446,0.000170149308407419,NA,"-0.22 ( 0.19 )","0.42 ( 0.13 )",NA,NA,"0.09 ( 0.13 )","-0.32 ( 0.23 )",NA,"-0.27 ( 0.18 )"
"local","total nitrogen","5",6,7.56404541602698,3.73168267151225,-0.0192413313902255,NA,"-0.22 ( 0.2 )","0.46 ( 0.13 )",NA,"-0.01 ( 0.18 )",NA,"-0.27 ( 0.22 )",NA,"-0.28 ( 0.19 )"
"local","total nitrogen","6",6,9.11052229908798,2.95844422998175,-0.0771189901599281,NA,"-0.11 ( 0.19 )","0.36 ( 0.12 )",NA,"-0.09 ( 0.2 )","0.06 ( 0.14 )",NA,NA,"-0.17 ( 0.19 )"
"local","total nitrogen","7",7,10.4979227062367,4.06474402640741,-0.0405196206140996,NA,"-0.21 ( 0.2 )","0.43 ( 0.13 )",NA,"-0.06 ( 0.19 )","0.1 ( 0.14 )","-0.31 ( 0.23 )",NA,"-0.26 ( 0.19 )"
"local","total nitrogen","8",4,3.17257842858218,2.79698138262596,-0.00244430909338744,NA,"-0.13 ( 0.18 )","0.36 ( 0.09 )",NA,NA,NA,NA,NA,"-0.2 ( 0.17 )"
"local","total nitrogen","9",3,2.15995802739844,1.93372636582652,-0.0251938186741061,NA,NA,"0.3 ( 0.09 )",NA,"-0.1 ( 0.17 )",NA,NA,NA,NA
"local","total nitrogen","10",3,2.28615651770476,1.87062712067336,-0.0298248868736719,NA,NA,"0.27 ( 0.06 )",NA,NA,NA,"-0.09 ( 0.19 )",NA,NA
"local","total nitrogen","11",3,2.19976393088327,1.91382341408411,-0.0266523110893053,NA,NA,"0.22 ( 0.07 )",NA,NA,"0.07 ( 0.12 )",NA,NA,NA
"local","specific_conductivity","null",2,0,2.51945256332928,0,NA,NA,"0.18 ( 0.04 )",NA,NA,NA,NA,NA,NA
"local","specific_conductivity","1",5,6.03553003194696,3.62532391099216,-0.0395544678933908,NA,"-0.18 ( 0.18 )","0.19 ( 0.11 )",NA,"0.15 ( 0.17 )",NA,NA,NA,"-0.12 ( 0.17 )"
"local","specific_conductivity","2",5,5.50490739227157,3.89063523082986,-0.0200395658054391,NA,"-0.09 ( 0.19 )","0.16 ( 0.12 )",NA,NA,NA,"0.24 ( 0.21 )",NA,"-0.03 ( 0.18 )"
"local","specific_conductivity","3",5,5.47349179478417,3.90634302957356,-0.0188957378753727,NA,"-0.14 ( 0.18 )","0.17 ( 0.11 )",NA,NA,"0.14 ( 0.12 )",NA,NA,"-0.06 ( 0.17 )"
"local","specific_conductivity","4",6,7.98968438466518,4.28461037099669,-0.0348535814662168,NA,"-0.09 ( 0.19 )","0.12 ( 0.13 )",NA,NA,"0.1 ( 0.13 )","0.18 ( 0.22 )",NA,"-0.02 ( 0.18 )"
"local","specific_conductivity","5",6,8.28984606194327,4.13452953235764,-0.046006949424878,NA,"-0.11 ( 0.19 )","0.13 ( 0.13 )",NA,"0.11 ( 0.18 )",NA,"0.2 ( 0.22 )",NA,"-0.06 ( 0.18 )"
"local","specific_conductivity","6",6,8.51225349780447,4.02332581442704,-0.0543485964836767,NA,"-0.15 ( 0.18 )","0.15 ( 0.12 )",NA,"0.08 ( 0.19 )","0.11 ( 0.14 )",NA,NA,"-0.08 ( 0.18 )"
"local","specific_conductivity","7",7,11.4362098651571,4.36134763075072,-0.0759784990654535,NA,"-0.1 ( 0.2 )","0.11 ( 0.13 )",NA,"0.07 ( 0.19 )","0.08 ( 0.14 )","0.17 ( 0.23 )",NA,"-0.03 ( 0.19 )"
"local","specific_conductivity","8",4,3.93686424355245,3.18058565894436,-0.0301838161413412,NA,"-0.16 ( 0.18 )","0.25 ( 0.09 )",NA,NA,NA,NA,NA,"-0.1 ( 0.17 )"
"local","specific_conductivity","9",3,2.02282702647015,2.7680390500942,-0.0201851703276474,NA,NA,"0.12 ( 0.09 )",NA,"0.11 ( 0.17 )",NA,NA,NA,NA
"local","specific_conductivity","10",3,0.0266568242808924,3.76612415118883,0.050013630683661,NA,NA,"0.13 ( 0.05 )",NA,NA,NA,"0.28 ( 0.18 )",NA,NA
"local","specific_conductivity","11",3,0.576851702130917,3.49102671226382,0.0311619629729377,NA,NA,"0.11 ( 0.06 )",NA,NA,"0.16 ( 0.11 )",NA,NA,NA
"local","embeddedness","null",2,1.147368094691,-1.62764269787152,0,NA,NA,"0.57 ( 0.05 )",NA,NA,NA,NA,NA,NA
"local","embeddedness","1",5,2.71864560259423,1.71035491181323,0.113651766062174,"-0.52 ( 0.21 )",NA,"0.56 ( 0.14 )",NA,"-0.09 ( 0.18 )",NA,NA,"0.15 ( 0.22 )",NA
"local","embeddedness","2",5,1.3029470172097,2.41820420450549,0.157352054158272,"-0.52 ( 0.21 )",NA,"0.47 ( 0.13 )",NA,NA,NA,"0.24 ( 0.2 )","0.16 ( 0.22 )",NA
"local","embeddedness","3",5,2.87548436296811,1.63193553162629,0.108673058170431,"-0.51 ( 0.22 )",NA,"0.54 ( 0.13 )",NA,NA,"-0.04 ( 0.13 )",NA,"0.15 ( 0.23 )",NA
"local","embeddedness","4",6,3.60413647641647,2.90397311126574,0.15070118497519,"-0.48 ( 0.21 )",NA,"0.49 ( 0.13 )",NA,NA,"-0.13 ( 0.14 )","0.32 ( 0.22 )","0.2 ( 0.22 )",NA
"local","embeddedness","5",6,4.07476057715726,2.66866106089535,0.136305525192873,"-0.52 ( 0.21 )",NA,"0.51 ( 0.15 )",NA,"-0.12 ( 0.18 )",NA,"0.25 ( 0.2 )","0.18 ( 0.22 )",NA
"local","embeddedness","6",6,5.96607212811495,1.7230052854165,0.0759502333047948,"-0.52 ( 0.22 )",NA,"0.56 ( 0.15 )",NA,"-0.08 ( 0.2 )","-0.02 ( 0.14 )",NA,"0.15 ( 0.23 )",NA
"local","embeddedness","7",7,7.04430424940901,2.98388922476947,0.117150667833534,"-0.48 ( 0.22 )",NA,"0.51 ( 0.15 )",NA,"-0.07 ( 0.19 )","-0.11 ( 0.15 )","0.32 ( 0.22 )","0.2 ( 0.23 )",NA
"local","embeddedness","8",4,0,1.57560656686528,0.140876398854774,"-0.52 ( 0.21 )",NA,"0.53 ( 0.12 )",NA,NA,NA,NA,"0.14 ( 0.22 )",NA
"local","embeddedness","9",3,3.4958091168061,-1.54186320892907,-0.0321182270882958,NA,NA,"0.6 ( 0.1 )",NA,"-0.08 ( 0.19 )",NA,NA,NA,NA
"local","embeddedness","10",3,2.37850272407827,-0.983210012565157,0.00825630604490557,NA,NA,"0.53 ( 0.06 )",NA,NA,NA,"0.23 ( 0.21 )",NA,NA
"local","embeddedness","11",3,3.14491559873308,-1.36641644989256,-0.0192645219216816,NA,NA,"0.61 ( 0.08 )",NA,NA,"-0.09 ( 0.14 )",NA,NA,NA
