spatial_extent,model,model_number,predictor,estimate,log_likelihood,delta_aic,aic,adjusted_r2
catchment,electrical_conductivity,8,wetted width,-0.06 (0.21),3.526170203,12.24671823,8.947659595,-0.092462418
catchment,electrical_conductivity,8,canopy,0.02 (0.17),3.526170203,12.24671823,8.947659595,-0.092462418
catchment,electrical_conductivity,8,% wetland,-0.21 (0.2),3.526170203,12.24671823,8.947659595,-0.092462418
catchment,electrical_conductivity,8,% lake,-0.06 (0.16),3.526170203,12.24671823,8.947659595,-0.092462418
catchment,embeddedness,null,intercept,0.57 (0.05),-1.627642698,0,7.735285396,0
catchment,embeddedness,1,intercept,0.37 (0.15),0.990713041,3.01056125,10.74584665,0.066899507
catchment,embeddedness,1,forest disturbance,0.18 (0.18),0.990713041,3.01056125,10.74584665,0.066899507
catchment,embeddedness,1,substrate size,0.11 (0.23),0.990713041,3.01056125,10.74584665,0.066899507
catchment,embeddedness,1,% lake,0.33 (0.16),0.990713041,3.01056125,10.74584665,0.066899507
catchment,embeddedness,2,intercept,0.45 (0.15),0.491564936,4.008857459,11.74414285,0.033031093
catchment,embeddedness,2,road density,-0.05 (0.18),0.491564936,4.008857459,11.74414285,0.033031093
catchment,embeddedness,2,substrate size,0.12 (0.23),0.491564936,4.008857459,11.74414285,0.033031093
catchment,embeddedness,2,% lake,0.33 (0.17),0.491564936,4.008857459,11.74414285,0.033031093
catchment,embeddedness,3,intercept,0.45 (0.15),0.470074543,4.051838245,11.78712364,0.031545629
catchment,embeddedness,3,human impact,-0.04 (0.19),0.470074543,4.051838245,11.78712364,0.031545629
catchment,embeddedness,3,substrate size,0.13 (0.23),0.470074543,4.051838245,11.78712364,0.031545629
catchment,embeddedness,3,% lake,0.32 (0.17),0.470074543,4.051838245,11.78712364,0.031545629
catchment,embeddedness,4,intercept,0.46 (0.16),0.503942683,7.256829238,14.99211463,-0.008119336
catchment,embeddedness,4,road density,-0.05 (0.19),0.503942683,7.256829238,14.99211463,-0.008119336
catchment,embeddedness,4,human impact,-0.03 (0.2),0.503942683,7.256829238,14.99211463,-0.008119336
catchment,embeddedness,4,substrate size,0.12 (0.24),0.503942683,7.256829238,14.99211463,-0.008119336
catchment,embeddedness,4,% lake,0.32 (0.17),0.503942683,7.256829238,14.99211463,-0.008119336
catchment,embeddedness,5,intercept,0.39 (0.16),1.322669412,5.619375781,13.35466118,0.049145219
catchment,embeddedness,5,forest disturbance,0.23 (0.2),1.322669412,5.619375781,13.35466118,0.049145219
catchment,embeddedness,5,road density,-0.14 (0.19),1.322669412,5.619375781,13.35466118,0.049145219
catchment,embeddedness,5,substrate size,0.09 (0.23),1.322669412,5.619375781,13.35466118,0.049145219
catchment,embeddedness,5,% lake,0.35 (0.17),1.322669412,5.619375781,13.35466118,0.049145219
catchment,embeddedness,6,intercept,0.38 (0.17),0.994019942,6.27667472,14.01196012,0.026559881
catchment,embeddedness,6,forest disturbance,0.17 (0.19),0.994019942,6.27667472,14.01196012,0.026559881
catchment,embeddedness,6,human impact,-0.01 (0.19),0.994019942,6.27667472,14.01196012,0.026559881
catchment,embeddedness,6,substrate size,0.11 (0.23),0.994019942,6.27667472,14.01196012,0.026559881
catchment,embeddedness,6,% lake,0.33 (0.17),0.994019942,6.27667472,14.01196012,0.026559881
catchment,embeddedness,7,intercept,0.38 (0.17),1.357909522,9.14889556,16.88418096,0.008423638
catchment,embeddedness,7,forest disturbance,0.25 (0.21),1.357909522,9.14889556,16.88418096,0.008423638
catchment,embeddedness,7,road density,-0.16 (0.22),1.357909522,9.14889556,16.88418096,0.008423638
catchment,embeddedness,7,human impact,0.05 (0.21),1.357909522,9.14889556,16.88418096,0.008423638
catchment,embeddedness,7,substrate size,0.09 (0.24),1.357909522,9.14889556,16.88418096,0.008423638
catchment,embeddedness,7,% lake,0.36 (0.17),1.357909522,9.14889556,16.88418096,0.008423638
catchment,embeddedness,8,intercept,0.53 (0.16),1.080521494,6.103671617,13.83895701,0.032555915
catchment,embeddedness,8,wetted width,-0.17 (0.2),1.080521494,6.103671617,13.83895701,0.032555915
catchment,embeddedness,8,substrate size,0.21 (0.25),1.080521494,6.103671617,13.83895701,0.032555915
catchment,embeddedness,8,% lake,0.28 (0.17),1.080521494,6.103671617,13.83895701,0.032555915
catchment,embeddedness,8,flow,-0.17 (0.21),1.080521494,6.103671617,13.83895701,0.032555915
catchment,total dissolved solids,null,intercept,0.18 (0.04),2.548005539,4.315163937,-0.616011078,0
catchment,total dissolved solids,1,intercept,0.32 (0.14),5.062005346,7.534437049,2.603262035,0.059918193
catchment,total dissolved solids,1,forest disturbance,0.08 (0.16),5.062005346,7.534437049,2.603262035,0.059918193
catchment,total dissolved solids,1,substrate size,-0.21 (0.2),5.062005346,7.534437049,2.603262035,0.059918193
catchment,total dissolved solids,1,% barren,-0.27 (0.15),5.062005346,7.534437049,2.603262035,0.059918193
catchment,total dissolved solids,2,intercept,0.21 (0.13),7.774110366,2.11022701,-2.820948004,0.225478737
catchment,total dissolved solids,2,road density,0.34 (0.14),7.774110366,2.11022701,-2.820948004,0.225478737
catchment,total dissolved solids,2,substrate size,-0.15 (0.18),7.774110366,2.11022701,-2.820948004,0.225478737
catchment,total dissolved solids,2,% barren,-0.19 (0.14),7.774110366,2.11022701,-2.820948004,0.225478737
catchment,total dissolved solids,3,intercept,0.26 (0.12),8.436422714,0.785602313,-4.145572701,0.261266608
catchment,total dissolved solids,3,human impact,0.37 (0.14),8.436422714,0.785602313,-4.145572701,0.261266608
catchment,total dissolved solids,3,substrate size,-0.2 (0.18),8.436422714,0.785602313,-4.145572701,0.261266608
catchment,total dissolved solids,3,% barren,-0.24 (0.13),8.436422714,0.785602313,-4.145572701,0.261266608
catchment,total dissolved solids,4,intercept,0.16 (0.12),10.46558751,0,-4.931175014,0.33315585
catchment,total dissolved solids,4,road density,0.26 (0.14),10.46558751,0,-4.931175014,0.33315585
catchment,total dissolved solids,4,human impact,0.3 (0.14),10.46558751,0,-4.931175014,0.33315585
catchment,total dissolved solids,4,substrate size,-0.16 (0.17),10.46558751,0,-4.931175014,0.33315585
catchment,total dissolved solids,4,% barren,-0.17 (0.13),10.46558751,0,-4.931175014,0.33315585
catchment,total dissolved solids,5,intercept,0.22 (0.14),7.807496654,5.316181707,0.385006693,0.193728937
catchment,total dissolved solids,5,forest disturbance,-0.04 (0.16),7.807496654,5.316181707,0.385006693,0.193728937
catchment,total dissolved solids,5,road density,0.35 (0.16),7.807496654,5.316181707,0.385006693,0.193728937
catchment,total dissolved solids,5,substrate size,-0.15 (0.19),7.807496654,5.316181707,0.385006693,0.193728937
catchment,total dissolved solids,5,% barren,-0.2 (0.15),7.807496654,5.316181707,0.385006693,0.193728937
catchment,total dissolved solids,6,intercept,0.18 (0.14),9.191805614,2.547563787,-2.383611227,0.26963765
catchment,total dissolved solids,6,forest disturbance,0.16 (0.14),9.191805614,2.547563787,-2.383611227,0.26963765
catchment,total dissolved solids,6,human impact,0.4 (0.14),9.191805614,2.547563787,-2.383611227,0.26963765
catchment,total dissolved solids,6,substrate size,-0.21 (0.18),9.191805614,2.547563787,-2.383611227,0.26963765
catchment,total dissolved solids,6,% barren,-0.19 (0.14),9.191805614,2.547563787,-2.383611227,0.26963765
catchment,total dissolved solids,7,intercept,0.14 (0.13),10.59403489,3.343105227,-1.588069788,0.309211769
catchment,total dissolved solids,7,forest disturbance,0.07 (0.15),10.59403489,3.343105227,-1.588069788,0.309211769
catchment,total dissolved solids,7,road density,0.23 (0.15),10.59403489,3.343105227,-1.588069788,0.309211769
catchment,total dissolved solids,7,human impact,0.33 (0.15),10.59403489,3.343105227,-1.588069788,0.309211769
catchment,total dissolved solids,7,substrate size,-0.16 (0.17),10.59403489,3.343105227,-1.588069788,0.309211769
catchment,total dissolved solids,7,% barren,-0.16 (0.14),10.59403489,3.343105227,-1.588069788,0.309211769
catchment,total dissolved solids,8,intercept,0.36 (0.14),4.933073172,11.06502867,6.133853656,0.009969298
catchment,total dissolved solids,8,wetted width,-0.02 (0.17),4.933073172,11.06502867,6.133853656,0.009969298
catchment,total dissolved solids,8,substrate size,-0.21 (0.21),4.933073172,11.06502867,6.133853656,0.009969298
catchment,total dissolved solids,8,% barren,-0.29 (0.15),4.933073172,11.06502867,6.133853656,0.009969298
catchment,total dissolved solids,8,% lake,-0.01 (0.15),4.933073172,11.06502867,6.133853656,0.009969298
riparian,invertebrate biomass,null,intercept,0.25 (0.05),0.271630457,0.777268607,3.936739086,0
riparian,invertebrate biomass,1,intercept,0.46 (0.13),4.783901124,0,3.159470479,0.184963199
riparian,invertebrate biomass,1,forest disturbance,-0.11 (0.17),4.783901124,0,3.159470479,0.184963199
riparian,invertebrate biomass,1,wetted width,-0.48 (0.17),4.783901124,0,3.159470479,0.184963199
riparian,invertebrate biomass,1,substrate size,0.05 (0.21),4.783901124,0,3.159470479,0.184963199
riparian,invertebrate biomass,2,intercept,0.4 (0.13),4.708608434,0.15058538,3.310055859,0.180568083
riparian,invertebrate biomass,2,road density,0.07 (0.15),4.708608434,0.15058538,3.310055859,0.180568083
riparian,invertebrate biomass,2,wetted width,-0.48 (0.17),4.708608434,0.15058538,3.310055859,0.180568083
riparian,invertebrate biomass,2,substrate size,0.04 (0.21),4.708608434,0.15058538,3.310055859,0.180568083
riparian,invertebrate biomass,3,intercept,0.44 (0.13),4.606857161,0.354087926,3.513558405,0.174590799
riparian,invertebrate biomass,3,human impact,-0.04 (0.15),4.606857161,0.354087926,3.513558405,0.174590799
riparian,invertebrate biomass,3,wetted width,-0.49 (0.17),4.606857161,0.354087926,3.513558405,0.174590799
riparian,invertebrate biomass,3,substrate size,0.04 (0.21),4.606857161,0.354087926,3.513558405,0.174590799
riparian,invertebrate biomass,4,intercept,0.41 (0.14),4.796990269,3.246548984,6.406019463,0.150321585
riparian,invertebrate biomass,4,road density,0.09 (0.15),4.796990269,3.246548984,6.406019463,0.150321585
riparian,invertebrate biomass,4,human impact,-0.06 (0.15),4.796990269,3.246548984,6.406019463,0.150321585
riparian,invertebrate biomass,4,wetted width,-0.48 (0.17),4.796990269,3.246548984,6.406019463,0.150321585
riparian,invertebrate biomass,4,substrate size,0.05 (0.21),4.796990269,3.246548984,6.406019463,0.150321585
riparian,invertebrate biomass,5,intercept,0.43 (0.14),5.320567196,2.199395129,5.358865608,0.1815113
riparian,invertebrate biomass,5,forest disturbance,-0.2 (0.2),5.320567196,2.199395129,5.358865608,0.1815113
riparian,invertebrate biomass,5,road density,0.16 (0.17),5.320567196,2.199395129,5.358865608,0.1815113
riparian,invertebrate biomass,5,wetted width,-0.46 (0.17),5.320567196,2.199395129,5.358865608,0.1815113
riparian,invertebrate biomass,5,substrate size,0.07 (0.21),5.320567196,2.199395129,5.358865608,0.1815113
riparian,invertebrate biomass,6,intercept,0.48 (0.14),4.85540096,3.1297276,6.289198079,0.153859222
riparian,invertebrate biomass,6,forest disturbance,-0.11 (0.18),4.85540096,3.1297276,6.289198079,0.153859222
riparian,invertebrate biomass,6,human impact,-0.05 (0.15),4.85540096,3.1297276,6.289198079,0.153859222
riparian,invertebrate biomass,6,wetted width,-0.49 (0.17),4.85540096,3.1297276,6.289198079,0.153859222
riparian,invertebrate biomass,6,substrate size,0.05 (0.21),4.85540096,3.1297276,6.289198079,0.153859222
riparian,invertebrate biomass,7,intercept,0.45 (0.14),5.637681059,5.165167404,8.324637883,0.16347169
riparian,invertebrate biomass,7,forest disturbance,-0.25 (0.21),5.637681059,5.165167404,8.324637883,0.16347169
riparian,invertebrate biomass,7,road density,0.21 (0.18),5.637681059,5.165167404,8.324637883,0.16347169
riparian,invertebrate biomass,7,human impact,-0.11 (0.16),5.637681059,5.165167404,8.324637883,0.16347169
riparian,invertebrate biomass,7,wetted width,-0.47 (0.17),5.637681059,5.165167404,8.324637883,0.16347169
riparian,invertebrate biomass,7,substrate size,0.09 (0.21),5.637681059,5.165167404,8.324637883,0.16347169
riparian,invertebrate biomass,8,intercept,0.35 (0.16),4.95644781,2.9276339,6.087104379,0.159944368
riparian,invertebrate biomass,8,wetted width,-0.39 (0.2),4.95644781,2.9276339,6.087104379,0.159944368
riparian,invertebrate biomass,8,substrate size,0 (0.22),4.95644781,2.9276339,6.087104379,0.159944368
riparian,invertebrate biomass,8,canopy,0.11 (0.15),4.95644781,2.9276339,6.087104379,0.159944368
riparian,invertebrate biomass,8,flow,0.04 (0.18),4.95644781,2.9276339,6.087104379,0.159944368
riparian,EPT index,null,intercept,0.43 (0.05),-2.331118156,0,9.142236311,0
riparian,EPT index,1,intercept,0.1 (0.15),1.279599501,1.025837415,10.16807373,0.130750748
riparian,EPT index,1,forest disturbance,0.4 (0.2),1.279599501,1.025837415,10.16807373,0.130750748
riparian,EPT index,1,wetted width,0.16 (0.19),1.279599501,1.025837415,10.16807373,0.130750748
riparian,EPT index,1,substrate size,0.22 (0.23),1.279599501,1.025837415,10.16807373,0.130750748
riparian,EPT index,2,intercept,0.14 (0.16),-0.051155001,3.687346418,12.82958273,0.044070846
riparian,EPT index,2,road density,0.23 (0.17),-0.051155001,3.687346418,12.82958273,0.044070846
riparian,EPT index,2,wetted width,0.19 (0.2),-0.051155001,3.687346418,12.82958273,0.044070846
riparian,EPT index,2,substrate size,0.28 (0.25),-0.051155001,3.687346418,12.82958273,0.044070846
riparian,EPT index,3,intercept,0.25 (0.15),-0.842864857,5.270766131,14.41300244,-0.011545368
riparian,EPT index,3,human impact,-0.1 (0.18),-0.842864857,5.270766131,14.41300244,-0.011545368
riparian,EPT index,3,wetted width,0.16 (0.21),-0.842864857,5.270766131,14.41300244,-0.011545368
riparian,EPT index,3,substrate size,0.27 (0.25),-0.842864857,5.270766131,14.41300244,-0.011545368
riparian,EPT index,4,intercept,0.16 (0.16),0.423915203,6.009933282,15.15216959,0.035789307
riparian,EPT index,4,road density,0.26 (0.18),0.423915203,6.009933282,15.15216959,0.035789307
riparian,EPT index,4,human impact,-0.16 (0.18),0.423915203,6.009933282,15.15216959,0.035789307
riparian,EPT index,4,wetted width,0.18 (0.2),0.423915203,6.009933282,15.15216959,0.035789307
riparian,EPT index,4,substrate size,0.3 (0.25),0.423915203,6.009933282,15.15216959,0.035789307
riparian,EPT index,5,intercept,0.09 (0.16),1.356405133,4.144953422,13.28718973,0.097919819
riparian,EPT index,5,forest disturbance,0.36 (0.23),1.356405133,4.144953422,13.28718973,0.097919819
riparian,EPT index,5,road density,0.07 (0.2),1.356405133,4.144953422,13.28718973,0.097919819
riparian,EPT index,5,wetted width,0.16 (0.19),1.356405133,4.144953422,13.28718973,0.097919819
riparian,EPT index,5,substrate size,0.23 (0.24),1.356405133,4.144953422,13.28718973,0.097919819
riparian,EPT index,6,intercept,0.12 (0.16),1.347134302,4.163495085,13.3057314,0.097322262
riparian,EPT index,6,forest disturbance,0.4 (0.2),1.347134302,4.163495085,13.3057314,0.097322262
riparian,EPT index,6,human impact,-0.06 (0.17),1.347134302,4.163495085,13.3057314,0.097322262
riparian,EPT index,6,wetted width,0.15 (0.19),1.347134302,4.163495085,13.3057314,0.097322262
riparian,EPT index,6,substrate size,0.23 (0.24),1.347134302,4.163495085,13.3057314,0.097322262
riparian,EPT index,7,intercept,0.11 (0.16),1.500367067,7.457029554,16.59926587,0.066564211
riparian,EPT index,7,forest disturbance,0.33 (0.25),1.500367067,7.457029554,16.59926587,0.066564211
riparian,EPT index,7,road density,0.1 (0.21),1.500367067,7.457029554,16.59926587,0.066564211
riparian,EPT index,7,human impact,-0.09 (0.19),1.500367067,7.457029554,16.59926587,0.066564211
riparian,EPT index,7,wetted width,0.16 (0.2),1.500367067,7.457029554,16.59926587,0.066564211
riparian,EPT index,7,substrate size,0.25 (0.25),1.500367067,7.457029554,16.59926587,0.066564211
riparian,EPT index,8,intercept,0.19 (0.2),-0.778069629,8.413902946,17.55613926,-0.050651673
riparian,EPT index,8,wetted width,0.21 (0.25),-0.778069629,8.413902946,17.55613926,-0.050651673
riparian,EPT index,8,substrate size,0.27 (0.27),-0.778069629,8.413902946,17.55613926,-0.050651673
riparian,EPT index,8,canopy,0.1 (0.19),-0.778069629,8.413902946,17.55613926,-0.050651673
riparian,EPT index,8,flow,-0.1 (0.22),-0.778069629,8.413902946,17.55613926,-0.050651673
riparian,periphyton biomass,null,intercept,0.2 (0.04),5.935291373,0,-7.390582747,0
riparian,periphyton biomass,1,intercept,-0.03 (0.12),9.744264753,0.629325969,-6.761256778,0.142973545
riparian,periphyton biomass,1,forest disturbance,-0.1 (0.14),9.744264753,0.629325969,-6.761256778,0.142973545
riparian,periphyton biomass,1,wetted width,0.43 (0.16),9.744264753,0.629325969,-6.761256778,0.142973545
riparian,periphyton biomass,1,canopy,0.19 (0.13),9.744264753,0.629325969,-6.761256778,0.142973545
riparian,periphyton biomass,2,intercept,-0.04 (0.12),9.571345821,0.975163833,-6.415418914,0.132322467
riparian,periphyton biomass,2,road density,-0.05 (0.12),9.571345821,0.975163833,-6.415418914,0.132322467
riparian,periphyton biomass,2,wetted width,0.41 (0.16),9.571345821,0.975163833,-6.415418914,0.132322467
riparian,periphyton biomass,2,canopy,0.18 (0.13),9.571345821,0.975163833,-6.415418914,0.132322467
riparian,periphyton biomass,3,intercept,-0.04 (0.12),9.509953957,1.09794756,-6.292635187,0.128509231
riparian,periphyton biomass,3,human impact,-0.04 (0.12),9.509953957,1.09794756,-6.292635187,0.128509231
riparian,periphyton biomass,3,wetted width,0.41 (0.16),9.509953957,1.09794756,-6.292635187,0.128509231
riparian,periphyton biomass,3,canopy,0.17 (0.13),9.509953957,1.09794756,-6.292635187,0.128509231
riparian,periphyton biomass,4,intercept,-0.03 (0.13),9.594364464,4.20185382,-3.188728927,0.096084787
riparian,periphyton biomass,4,road density,-0.05 (0.13),9.594364464,4.20185382,-3.188728927,0.096084787
riparian,periphyton biomass,4,human impact,-0.03 (0.13),9.594364464,4.20185382,-3.188728927,0.096084787
riparian,periphyton biomass,4,wetted width,0.41 (0.17),9.594364464,4.20185382,-3.188728927,0.096084787
riparian,periphyton biomass,4,canopy,0.17 (0.13),9.594364464,4.20185382,-3.188728927,0.096084787
riparian,periphyton biomass,5,intercept,-0.02 (0.12),9.749460517,3.891661713,-3.498921034,0.106043357
riparian,periphyton biomass,5,forest disturbance,-0.09 (0.17),9.749460517,3.891661713,-3.498921034,0.106043357
riparian,periphyton biomass,5,road density,-0.01 (0.15),9.749460517,3.891661713,-3.498921034,0.106043357
riparian,periphyton biomass,5,wetted width,0.43 (0.17),9.749460517,3.891661713,-3.498921034,0.106043357
riparian,periphyton biomass,5,canopy,0.19 (0.13),9.749460517,3.891661713,-3.498921034,0.106043357
riparian,periphyton biomass,6,intercept,-0.01 (0.13),9.824545124,3.741492499,-3.649090248,0.110824979
riparian,periphyton biomass,6,forest disturbance,-0.11 (0.15),9.824545124,3.741492499,-3.649090248,0.110824979
riparian,periphyton biomass,6,human impact,-0.05 (0.13),9.824545124,3.741492499,-3.649090248,0.110824979
riparian,periphyton biomass,6,wetted width,0.42 (0.16),9.824545124,3.741492499,-3.649090248,0.110824979
riparian,periphyton biomass,6,canopy,0.18 (0.13),9.824545124,3.741492499,-3.649090248,0.110824979
riparian,periphyton biomass,7,intercept,-0.01 (0.13),9.824980951,7.340620845,-0.049961902,0.070436871
riparian,periphyton biomass,7,forest disturbance,-0.11 (0.18),9.824980951,7.340620845,-0.049961902,0.070436871
riparian,periphyton biomass,7,road density,0 (0.16),9.824980951,7.340620845,-0.049961902,0.070436871
riparian,periphyton biomass,7,human impact,-0.05 (0.14),9.824980951,7.340620845,-0.049961902,0.070436871
riparian,periphyton biomass,7,wetted width,0.43 (0.17),9.824980951,7.340620845,-0.049961902,0.070436871
riparian,periphyton biomass,7,canopy,0.18 (0.13),9.824980951,7.340620845,-0.049961902,0.070436871
riparian,periphyton biomass,8,intercept,0 (0.14),9.724867373,3.940848002,-3.449734745,0.104471605
riparian,periphyton biomass,8,wetted width,0.45 (0.17),9.724867373,3.940848002,-3.449734745,0.104471605
riparian,periphyton biomass,8,% wetland,-0.06 (0.15),9.724867373,3.940848002,-3.449734745,0.104471605
riparian,periphyton biomass,8,substrate size,-0.09 (0.18),9.724867373,3.940848002,-3.449734745,0.104471605
riparian,periphyton biomass,8,canopy,0.18 (0.13),9.724867373,3.940848002,-3.449734745,0.104471605
riparian,% shredders,null,intercept,0.28 (0.05),-1.207543742,6.026369084,6.895087485,0
riparian,% shredders,1,intercept,0.75 (0.13),5.929277163,0,0.868718401,0.324289052
riparian,% shredders,1,forest disturbance,-0.21 (0.17),5.929277163,0,0.868718401,0.324289052
riparian,% shredders,1,wetted width,-0.18 (0.16),5.929277163,0,0.868718401,0.324289052
riparian,% shredders,1,substrate size,-0.6 (0.2),5.929277163,0,0.868718401,0.324289052
riparian,% shredders,2,intercept,0.74 (0.13),5.605429318,0.647695691,1.516414092,0.308476329
riparian,% shredders,2,road density,-0.15 (0.14),5.605429318,0.647695691,1.516414092,0.308476329
riparian,% shredders,2,wetted width,-0.2 (0.16),5.605429318,0.647695691,1.516414092,0.308476329
riparian,% shredders,2,substrate size,-0.64 (0.2),5.605429318,0.647695691,1.516414092,0.308476329
riparian,% shredders,3,intercept,0.7 (0.12),5.012329313,1.8338957,2.702614101,0.278551016
riparian,% shredders,3,human impact,-0.03 (0.15),5.012329313,1.8338957,2.702614101,0.278551016
riparian,% shredders,3,wetted width,-0.19 (0.17),5.012329313,1.8338957,2.702614101,0.278551016
riparian,% shredders,3,substrate size,-0.62 (0.2),5.012329313,1.8338957,2.702614101,0.278551016
riparian,% shredders,4,intercept,0.74 (0.13),5.606131274,3.91901905,4.787737451,0.278446262
riparian,% shredders,4,road density,-0.15 (0.15),5.606131274,3.91901905,4.787737451,0.278446262
riparian,% shredders,4,human impact,0.01 (0.15),5.606131274,3.91901905,4.787737451,0.278446262
riparian,% shredders,4,wetted width,-0.2 (0.17),5.606131274,3.91901905,4.787737451,0.278446262
riparian,% shredders,4,substrate size,-0.64 (0.21),5.606131274,3.91901905,4.787737451,0.278446262
riparian,% shredders,5,intercept,0.77 (0.13),6.047808337,3.035664926,3.904383327,0.300854766
riparian,% shredders,5,forest disturbance,-0.17 (0.2),6.047808337,3.035664926,3.904383327,0.300854766
riparian,% shredders,5,road density,-0.07 (0.17),6.047808337,3.035664926,3.904383327,0.300854766
riparian,% shredders,5,wetted width,-0.19 (0.16),6.047808337,3.035664926,3.904383327,0.300854766
riparian,% shredders,5,substrate size,-0.62 (0.2),6.047808337,3.035664926,3.904383327,0.300854766
riparian,% shredders,6,intercept,0.77 (0.13),6.010102023,3.111077553,3.979795954,0.298969214
riparian,% shredders,6,forest disturbance,-0.22 (0.17),6.010102023,3.111077553,3.979795954,0.298969214
riparian,% shredders,6,human impact,-0.05 (0.14),6.010102023,3.111077553,3.979795954,0.298969214
riparian,% shredders,6,wetted width,-0.19 (0.16),6.010102023,3.111077553,3.979795954,0.298969214
riparian,% shredders,6,substrate size,-0.6 (0.2),6.010102023,3.111077553,3.979795954,0.298969214
riparian,% shredders,7,intercept,0.77 (0.14),6.079350514,6.572580572,7.441298973,0.270720366
riparian,% shredders,7,forest disturbance,-0.18 (0.21),6.079350514,6.572580572,7.441298973,0.270720366
riparian,% shredders,7,road density,-0.06 (0.18),6.079350514,6.572580572,7.441298973,0.270720366
riparian,% shredders,7,human impact,-0.04 (0.16),6.079350514,6.572580572,7.441298973,0.270720366
riparian,% shredders,7,wetted width,-0.19 (0.17),6.079350514,6.572580572,7.441298973,0.270720366
riparian,% shredders,7,substrate size,-0.61 (0.21),6.079350514,6.572580572,7.441298973,0.270720366
